Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
2009/02/16,3.493928711,0.783392,1.537172,0.783392,2.268546808,1.246533,1.165922,583.32,6.833999,2509.5,0.783392,5.83823,0.783392,0.783392,0.783392,0.700744,7.753937,237.64199,0.783392,48.619663,0.783392,91.915394,1430.92832,NaN,14.57501,3.61747,0.783392,6.875832,1.930121,0.783392,35.240658,8.556992,1.664551508,1,23.265,NaN,0.783392,0.6737,10.042538
2009/02/17,3.498496122,0.791515,1.563242,0.791515,2.304970714,1.263179,1.172471,584.35,6.839481,2509.5,0.791515,5.898369,0.791515,0.791515,0.791515,0.70057,7.754155,243.11382,0.791515,49.434858,0.791515,91.974038,1464.999208,114.15,14.600997,3.640494,0.791515,6.960583,1.962166,0.791515,36.2164,8.689251,1.678724078,1,23.551,2.14,0.791515,0.6764,10.189489
2009/02/18,3.509050492,0.793903,1.566053,0.793903,2.32851699,1.260876,1.174341,592.37,6.837964,2554.4,0.793903,5.915608,0.793903,0.793903,0.793903,0.702286,7.754843,240.330264,0.793903,49.680057,0.793903,92.751667,1481.176564,114,14.634963,3.65751,0.793903,7.033979,1.960225,0.793903,36.038584,8.819308,1.694029851,1,23.69,2.14,0.793903,0.6777,10.189981
2009/02/19,3.518299882,0.787092,1.542464,0.787092,2.323494687,1.248957,1.174498,592.45,6.835419,2558.14,0.787092,5.864148,0.787092,0.787092,0.787092,0.694451,7.754506,236.434475,0.787092,49.685006,0.787092,93.656041,1475.198741,114.1,14.534986,3.655018,0.787092,6.831169,1.940417,0.787092,35.967729,8.578276,1.681306572,1,23.548,2.14,0.787092,0.6766,9.984967
2009/02/20,3.534270511,0.794218,1.568263,0.794218,2.380271623,1.26368,1.185053,604.17,6.837185,2547.4,0.794218,5.917004,0.794218,0.794218,0.794218,0.699706,7.754031,241.799698,0.794218,49.625129,0.794218,94.21015,1511.929156,114.1,14.769994,3.676515,0.794218,6.949011,1.98213,0.794218,36.189659,8.794218,1.714319752,1,23.672,2.14,0.794218,0.6779,10.19776
2009/02/23,3.539615565,0.781372,1.546804,0.781372,2.379981247,1.250273,1.16487,619.44,6.83599,2588.31,0.781372,5.821535,0.781372,0.781372,0.781372,0.686045,7.753243,232.106579,0.781372,49.824973,0.781372,94.616346,1493.053602,114.1,14.737537,3.655493,0.781372,6.812783,1.950852,0.781372,35.959134,8.700578,1.684013127,1,NaN,2.14,0.781372,0.6737,9.978747
2009/02/24,3.54932226,0.783515,1.551124,0.783515,2.394264671,1.25331,1.159994,621.41,6.837264,2572.3,0.783515,5.837029,0.783515,0.783515,0.783515,0.689258,7.75335,234.310115,0.783515,49.917731,0.783515,95.902217,1514.683068,114.37,14.925018,3.664499,0.783515,6.844002,1.964428,0.783515,35.97861,8.88686,1.698268432,1,NaN,2.14,0.783515,0.6759,10.080702
2009/02/25,3.556076592,0.781555,1.538492,0.781555,2.383978116,1.246346,1.160453,598.98,6.837436,2596.37,0.781555,5.822196,0.781555,0.781555,0.781555,0.694334,7.75381,234.177413,0.781555,49.839781,0.781555,96.725283,1514.677608,114.8,14.825088,3.66948,0.781555,6.835483,1.94193,0.781555,35.795623,8.836264,1.688550215,1,23.785,2.14,0.781555,0.6775,9.943181
2009/02/26,3.551869817,0.78235,1.532624,0.78235,2.358316382,1.242763,1.161634,600.69,6.840009,2575.5,0.78235,5.828431,0.78235,0.78235,0.78235,0.697309,7.753716,234.720701,0.78235,50.395087,0.78235,98.051948,1511.30496,115.1,14.897512,3.670474,0.78235,6.86747,1.952198,0.78235,35.624315,8.854248,1.688311688,1,23.7,2.14,0.78235,0.679,9.884995
2009/02/27,3.559000316,0.790889,1.573157,0.790889,2.380022145,1.264236,1.173758,595.76,6.839766,2555.05,0.790889,5.892439,0.790889,0.790889,0.790889,0.706343,7.754904,237.630497,0.790889,51.070073,0.790889,97.461246,1542.953179,114.13,15.13888,3.705473,0.790889,7.027839,1.998972,0.790889,35.983629,9.057577,1.704998418,1,23.75,2.14,0.790889,0.6815,10.134926
2009/03/02,3.572562718,0.793903,1.577406,0.793903,2.414179104,1.288425,1.175691,599.04,6.845824,2555.89,0.793903,5.915529,0.793903,0.793903,0.793903,0.709193,7.75651,243.751985,0.793903,51.884725,0.793903,97.268974,1583.00254,114.23,15.380994,3.728009,0.793903,7.167355,2.025326,0.793903,36.184662,9.189822,1.726897428,1,23.917,2.14,0.793903,0.6822,10.373452
2009/03/03,3.622671423,0.792707,1.555212,0.792707,2.415219976,1.285692,1.175268,603.73,6.8413,2590.97,0.792707,5.906461,0.792707,0.792707,0.792707,0.710067,7.757907,243.234245,0.792707,51.969877,0.792707,98.010305,1560.396354,114.17,15.269996,3.709473,0.792707,7.144273,2.005787,0.792707,36.281966,9.104479,1.728260008,1,24.055,2.14,0.792707,0.6836,10.487515
2009/03/04,3.616089207,0.796495,1.558742,0.796495,2.403185982,1.286818,1.17738,609.29,6.84309,2588.96,0.796495,5.934369,0.796495,0.796495,0.796495,0.70904,7.759538,246.953405,0.796495,51.534847,0.796495,99.299084,1545.448029,114.17,15.227479,3.713501,0.796495,7.120669,1.997611,0.796495,36.037037,9.173636,1.729032258,1,24.147,2.14,0.796495,0.6859,10.468738
2009/03/05,3.624054162,0.796495,1.55898,0.796495,2.385822382,1.285464,1.176025,614.85,6.840701,2589.48,0.796495,5.934369,0.796495,0.796495,0.796495,0.70912,7.758264,248.211868,0.796495,51.769813,0.796495,99.330944,1563.998407,114.15,15.284986,3.727519,0.796495,7.093588,1.996416,0.796495,35.891278,9.145759,1.758661888,1,24.189,2.14,0.796495,0.685,10.520032
2009/03/06,3.626165271,0.790014,1.562885,0.790014,2.389319008,1.284405,1.156344,610.79,6.840022,2572.92,0.790014,5.886001,0.790014,0.790014,0.790014,0.703113,7.755965,250.039501,0.790014,51.695371,0.790014,96.800442,1547.282351,114.2,15.310397,3.717491,0.790014,7.072997,1.985622,0.790014,35.776979,9.253832,1.789382209,1,24.181,2.14,0.790014,0.6804,10.526702
2009/03/09,3.637087147,0.795862,1.582411,0.795862,2.386072423,1.305611,1.167449,605.4,6.840032,2548.57,0.795862,5.929885,0.795862,0.795862,0.795862,0.725348,7.756068,247.194588,0.795862,51.870275,0.795862,99.005173,1558.73458,114.5,15.327975,3.717469,0.795862,7.142061,2.021409,0.795862,35.647433,9.204536,1.816633506,1,24.11,2.14,0.795862,0.6854,10.644011
