Reference area,AR:Argentina,AT:Austria,AU:Australia,BE:Belgium,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,HK:Hong Kong SAR,HU:Hungary,IE:Ireland,IN:India,IT:Italy,JP:Japan,KR:South Korea,LK:Sri Lanka,MX:Mexico,MY:Malaysia,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,RU:Russia,SE:Sweden,TR:Turkey,US:United States,UY:Uruguay,VE:Venezuela,XM:Euro area,XW:World,ZA:South Africa
Currency,ARS:Argentine Peso,EUR:Euro,AUD:Australian Dollar,EUR:Euro,BRL:Brazilian Real,CAD:Canadian Dollar,CHF:Swiss Franc,CLP:Chilean Peso,CNY:Yuan Renminbi,COP:Colombian Peso,EUR:Euro,DKK:Danish Krone,EUR:Euro,EUR:Euro,EUR:Euro,GBP:Pound Sterling,HKD:Hong Kong Dollar,HUF:Hungarian Forint,EUR:Euro,INR:Indian Rupee,EUR:Euro,JPY:Japanese Yen,KRW:Korean Won,LKR:Sri Lanka Rupee,MXN:Mexican Peso,MYR:Malaysian Ringgit,EUR:Euro,NOK:Norwegian Krone,NZD:New Zealand Dollar,EUR:Euro,RUB:Russian Rouble,SEK:Swedish Krona,TRY:Turkish Lira,USD:US Dollar,UYU:Uruguayan Peso,VEF:Bolivar Fuerte,EUR:Euro,XDR:SDR,ZAR:South African Rand
Collection,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period,A:Average of observations through period
Time Period,D:AR:ARS:A,D:AT:EUR:A,D:AU:AUD:A,D:BE:EUR:A,D:BR:BRL:A,D:CA:CAD:A,D:CH:CHF:A,D:CL:CLP:A,D:CN:CNY:A,D:CO:COP:A,D:DE:EUR:A,D:DK:DKK:A,D:ES:EUR:A,D:FI:EUR:A,D:FR:EUR:A,D:GB:GBP:A,D:HK:HKD:A,D:HU:HUF:A,D:IE:EUR:A,D:IN:INR:A,D:IT:EUR:A,D:JP:JPY:A,D:KR:KRW:A,D:LK:LKR:A,D:MX:MXN:A,D:MY:MYR:A,D:NL:EUR:A,D:NO:NOK:A,D:NZ:NZD:A,D:PT:EUR:A,D:RU:RUB:A,D:SE:SEK:A,D:TR:TRY:A,D:US:USD:A,D:UY:UYU:A,D:VE:VEF:A,D:XM:EUR:A,D:XW:XDR:A,D:ZA:ZAR:A
1976/12/22,,1.220438,0.935104,0.895885,,1.018746,2.440234,,,36.28,1.210085,5.784696,0.410363,0.635805,0.75972,0.594137,,41.3,0.754399,8.81,0.446202,293.224504,484,8.929,0.02004,2.5183,1.118965,5.170962,1.067236,0.156752,,4.136894,0.000017,1,,,0.887193,0.8628,0.8696
1976/12/23,,1.223697,0.930319,0.89744,,1.014364,2.444885,,,36.28,1.211237,5.783169,0.410223,0.636909,0.758998,0.592369,,41.3,0.752153,8.81,0.44623,293.079585,484,8.929,0.02004,2.5202,1.121289,5.182912,1.064623,0.156752,,4.135551,0.000017,1,,,0.887233,0.8627,0.8696
1976/12/24,,1.210272,0.921659,0.899976,,1.011847,2.446595,,,36.28,NaN,NaN,0.40976,0.637376,NaN,0.591286,,41.3,0.750779,9.01,0.44468,293.018654,484,8.889,0.02004,2.5291,1.123006,5.179765,1.06383,0.156111,,4.134968,0.000017,1,,,0.887422,0.8625,0.8696
1976/12/27,,1.219937,0.919963,NaN,,NaN,2.445085,,,36.32,1.209518,5.785534,NaN,NaN,0.759096,NaN,,41.3,NaN,8.97,0.45158,NaN,484,8.889,0.02001,2.5297,1.121292,5.191185,1.06383,NaN,,4.133146,0.000017,1,,,0.887579,0.8618,0.8696
1976/12/28,,1.217686,0.919118,0.893652,,1.013345,2.44522,,,36.32,1.204626,5.77491,0.409961,0.635384,0.75668,NaN,,41.3,NaN,8.97,0.451899,291.594372,484,8.889,0.02001,2.5304,1.115684,5.162515,1.06383,0.156362,,4.118572,0.000017,1,,,0.884337,0.8606,0.8696
1976/12/29,,1.219277,0.922084,0.893157,,1.011505,2.446351,,,36.32,1.207509,5.779112,0.410199,0.634534,0.755948,0.58738,,41.3,0.745819,8.97,0.45165,292.688107,484,8.889,0.01998,2.5323,1.117085,5.18416,1.058761,0.156958,,4.128317,0.000017,1,,,0.885003,0.8609,0.8696
1976/12/30,,1.21793,0.919118,0.890926,,1.012177,2.44606,,,36.32,1.205759,5.776258,0.410496,0.634609,0.757814,0.588215,,41.3,0.746879,8.97,0.452057,292.849304,484,8.889,0.01998,2.5342,1.115704,5.165262,1.052632,0.156908,,4.129359,0.000017,1,,,0.884987,0.8607,0.8696
1976/12/31,,1.217673,0.918274,0.891986,,1.010743,2.4448,,,36.32,1.207827,5.787308,0.409971,0.633701,NaN,0.586418,,41.3,0.744597,8.93,0.452151,292.660112,484,8.772,0.01998,2.5368,1.115807,5.1714,1.058201,0.15641,,4.121718,0.000017,1,,,0.884964,0.8607,0.8696
1977/01/03,,1.211942,0.917431,0.887581,,1.009229,2.442688,,,36.34,1.200326,5.761049,0.410026,0.632393,0.753042,0.586774,,41.3,0.745049,8.93,0.451901,292.523579,,8.772,0.01998,2.5336,1.110528,5.149564,1.053741,0.157006,,4.106073,0.000017,1,,,0.881446,0.8583,0.8696
1977/01/04,,1.206686,0.921659,0.885789,,1.005987,2.439503,,,36.34,1.196452,5.758679,0.409178,0.630353,0.750537,0.58554,,41.3,0.743483,8.93,0.451757,291.266736,484,8.772,0.01998,2.5227,1.106204,5.141381,1.053741,0.156003,,4.09004,0.000017,1,,,0.879129,0.8579,0.8696
1977/01/05,,1.212003,0.920133,0.887828,,1.002378,2.445538,,,36.34,1.200109,5.811275,0.409691,0.631905,0.751541,0.584018,,41.3,0.74155,8.93,0.451693,291.890416,484,8.772,0.01998,2.5246,1.109889,5.164745,1.053963,0.156637,,4.121393,0.000017,1,,,0.880615,0.8583,0.8696
1977/01/06,,1.210231,0.92115,0.890867,,1.002655,2.453076,,,36.36,1.201739,5.792631,0.409846,0.632906,0.753855,0.585874,,41.3,0.743906,8.93,0.450981,292.412868,484,8.772,0.01998,2.5259,1.1116,5.161949,1.054074,0.156898,,4.123638,0.000017,1,,,0.882122,0.8591,0.8696
1977/01/07,,1.213756,0.92081,0.89843,,1.000628,2.454298,,,36.36,1.20373,5.807174,0.410096,0.633964,0.75537,0.58607,,41.3,0.744156,8.93,0.451141,292.043465,484,8.772,0.01998,2.5265,1.116167,5.175664,1.052632,0.157198,,4.133747,0.000017,1,,,0.884158,0.8605,0.8696
1977/01/10,,1.227878,0.922765,0.90679,,1.010075,2.478306,,,36.38,1.216257,5.849969,0.411472,0.639531,0.759232,0.58509,,41.3,0.742912,9.01,0.4525,292.404568,484,8.734,0.01998,2.5284,1.128851,5.242922,1.056078,0.15866,,4.179117,0.000017,1,,,0.89002,0.8634,0.8692
1977/01/11,,1.228564,0.921659,0.907294,,1.007438,2.481703,,,36.38,1.217919,5.881905,0.411103,0.638558,0.760067,0.579988,,41.3,0.736433,9.01,0.451992,292.041319,484,8.734,0.01998,2.5297,1.13117,5.263931,1.054852,0.159303,,4.191738,0.000017,1,,,0.889735,0.8633,0.8712
1977/01/12,,1.224973,0.921659,0.905062,,1.004962,2.473756,,,36.38,1.214453,5.857084,0.410918,0.638147,0.757863,0.585756,,41.3,0.743756,9.01,0.452236,291.847241,484,8.734,0.01998,2.524,1.127815,5.249482,1.054852,0.159049,,4.180954,0.000017,1,,,0.889166,0.8628,0.8712
1977/01/13,,1.231153,0.921404,0.910887,,1.007126,2.480677,,,36.38,1.220123,5.886277,0.411635,0.641088,0.759044,0.585346,,41.3,0.743236,9.01,0.452376,292.579578,484,8.734,0.01999,2.524,1.134376,5.27757,1.053075,0.159031,,4.210501,0.000017,1,,,0.891878,0.8643,0.8712
1977/01/14,,1.236773,0.921489,0.91547,,1.007367,2.493326,,,36.38,1.224216,5.901229,0.412246,0.640988,0.760492,0.584103,,41.3,0.741657,8.89,0.453571,292.282866,484,8.772,0.02002,2.5214,1.139268,5.296509,1.053741,0.159831,,4.22539,0.000017,1,,,0.894015,0.8653,0.8715
1977/01/17,,1.24046,0.923788,0.917139,,1.01162,2.493801,,,36.38,1.226111,5.913897,0.412539,0.644151,0.760596,0.583785,,41.3,0.741254,8.89,0.455593,292.238346,484,8.772,0.02005,2.517,1.141541,5.309983,1.057641,0.160158,,4.231408,0.000017,1,,,0.895231,0.8659,0.8715
1977/01/18,,1.237621,0.923532,0.913986,,1.01083,2.485936,,,36.38,1.22511,5.930053,0.411617,0.639949,0.758544,0.582191,,41.3,0.73923,8.89,0.454513,290.487338,484,8.772,0.02005,2.5183,1.139478,5.297434,1.056747,0.159573,,4.223377,0.000017,1,,,0.893543,0.8657,0.8715
1977/01/19,,1.242074,0.924044,0.91727,,1.013217,2.506613,,,36.39,1.230995,5.948978,0.412904,0.642249,0.760141,0.581802,,41.3,0.738736,8.89,0.455546,289.172939,484,8.772,0.02006,2.5208,1.142949,5.320287,1.056189,0.160494,,4.248047,0.000017,1,,,0.896057,0.8664,0.8696
1977/01/20,,1.241692,0.921744,0.915718,,1.009981,2.504069,,,36.39,1.22979,5.925092,0.412627,0.641659,0.758496,0.582558,,41.3,0.739696,8.89,0.455048,290.157639,484,8.772,0.02015,2.5126,1.142646,5.315099,1.054741,0.159875,,4.247433,0.000017,1,,,0.895167,0.8659,0.8696
1977/01/21,,1.240453,0.920387,0.914384,,1.010027,2.500505,,,36.39,1.227439,5.919317,0.412812,0.640558,0.758364,0.583043,,41.3,0.740312,8.85,0.455417,289.758039,484,8.734,0.0235,2.51,1.140712,5.310041,1.051525,0.159677,,4.241988,0.000017,1,,,0.894494,0.8655,0.8696
1977/01/24,,1.238414,0.922339,0.914359,,1.009859,2.50459,,,36.4,1.226768,5.923416,0.412435,0.640705,0.757677,0.582152,,41.3,0.73918,8.85,0.454968,289.238181,484,8.734,0.02225,2.5031,1.140017,5.307212,1.05552,0.159568,,4.242838,0.000017,1,,,0.893839,0.8654,0.8696
1977/01/25,,1.256456,0.922424,0.925323,,1.011718,2.537551,,,36.4,1.245121,5.976204,0.413858,0.645223,0.761223,0.581424,,41.3,0.738256,8.85,0.455367,288.743668,484,8.734,0.022,2.505,1.157708,5.361594,1.054964,0.161622,,4.282625,0.000017,1,,,0.901372,0.8683,0.8696
1977/01/26,,1.256495,0.919963,0.925134,,1.014675,2.528446,,,36.4,1.244706,5.980742,0.413794,0.644429,0.758482,0.581035,,41.3,0.737762,8.85,0.454847,288.295775,484,8.734,0.02175,2.51,1.156686,5.365901,1.055075,0.16117,,4.294577,0.000017,1,,,0.900325,0.8682,0.8696
1977/01/27,,1.253463,0.921404,0.922904,,1.021116,2.524661,,,36.4,1.240165,5.943464,0.413597,0.644364,0.756906,0.581898,,41.3,0.738858,8.85,0.455252,288.491432,484,8.734,0.022,2.5038,1.153029,5.338374,1.05552,0.161409,,4.269474,0.000017,1,,,0.898545,0.8679,0.8696
1977/01/28,,1.250601,0.920387,0.920369,,1.025061,2.513204,,,36.4,1.23648,5.924296,0.41378,0.645418,0.75801,0.582713,,41.3,0.739893,8.81,0.455298,289.945964,484,8.772,0.022,2.5063,1.149627,5.322948,1.052632,0.160617,,4.263374,0.000017,1,,,0.897602,0.8676,0.8696
1977/01/31,,1.250194,0.920133,0.921669,,1.023332,2.517694,,,36.38,1.237901,5.929358,0.413808,0.645996,0.758421,0.583399,,41.3,0.740764,8.81,0.455725,288.664684,484,8.772,0.022,2.5056,1.14968,5.326655,1.051525,0.160774,,4.269642,0.000017,1,,,0.898416,0.8678,0.8696
1977/02/01,,1.242155,0.92115,0.916276,,1.024745,2.505759,,,36.38,1.230177,5.904277,0.413262,0.642215,0.757497,0.582774,,41.3,0.739971,8.81,0.455576,287.757184,484,8.772,0.02263,NaN,1.142709,5.290928,1.054964,0.16032,,4.240274,0.000017,1,,,0.894943,0.866,0.8696
1977/02/02,,1.251107,0.920387,0.920742,,1.024128,2.520277,,,36.38,1.238875,5.955141,0.413986,0.645678,0.759626,0.58263,,41.3,0.739787,8.81,0.455474,287.81553,484,8.772,0.023,2.51,1.150034,5.313674,1.050972,0.161102,,4.262893,0.000017,1,,,0.898626,0.8677,0.8696
1977/02/03,,1.25039,0.921829,0.920427,,1.022303,2.517964,,,36.38,1.238252,5.932355,0.414248,0.643464,0.75851,0.583071,,41.3,0.740348,8.81,0.455488,288.052851,484,8.772,0.02275,2.5069,1.148704,5.306552,1.055409,0.161047,,4.258021,0.000017,1,,,0.898214,0.8674,0.8696
1977/02/04,,1.248635,0.920556,0.919561,,1.021271,2.513467,,,36.38,1.236721,5.927034,0.414185,0.643521,0.758264,0.583117,,41.3,0.740406,8.89,0.455453,288.060599,484,8.734,0.02263,2.5094,1.147188,5.308766,1.052632,0.160895,,4.262572,0.000017,1,,,0.897497,0.8671,0.8696
1977/02/07,,1.251115,0.920387,0.921175,,1.02144,2.522325,,,36.38,1.239378,5.957795,0.414354,0.64465,0.758273,0.582607,,41.3,0.739758,8.89,0.45571,288.040148,484,8.734,0.02263,2.5038,1.149388,5.323033,1.05552,0.161388,,4.273729,0.000017,1,,,0.898561,0.8677,0.8696
1977/02/08,,1.24588,0.91954,0.916898,,1.022602,2.51274,,,36.38,1.233624,5.938484,0.414487,0.64315,0.757398,0.583124,,41.3,0.740415,8.89,0.455629,286.780904,484,8.734,0.02275,2.5038,1.143745,5.291501,1.051525,0.161129,,4.263701,0.000017,1,,,0.89621,0.8666,0.8696
1977/02/09,,1.242327,0.917852,0.916401,,1.023321,2.510953,,,36.38,1.231509,5.941178,0.414243,0.642635,0.757879,0.58235,,41.3,0.739432,8.89,0.455573,285.629332,484,8.734,0.02255,2.5019,1.143054,5.290145,1.049318,0.161042,,4.26385,0.000017,1,,,0.895592,0.866,0.8696
1977/02/10,,1.240724,0.917852,0.915219,,1.022428,2.512238,,,36.38,1.228642,5.935096,0.414404,0.641973,0.757671,0.582516,,41.3,0.739642,8.89,0.455455,285.59134,484,8.734,0.02255,2.5,1.141076,5.27615,1.048768,0.16154,,4.251485,0.000017,1,,,0.894614,0.8654,0.8696
1977/02/11,,1.241963,0.917011,0.915282,,1.023354,2.51558,,,36.38,1.229248,5.942175,0.414549,0.642847,0.757843,0.583708,,41.3,0.741156,8.85,0.455444,284.785664,484,8.734,0.02255,2.5,1.141025,5.28975,1.049318,0.161906,,4.254715,0.000017,1,,,0.895119,0.8654,0.8696
1977/02/14,,1.235941,0.919118,0.910633,,1.023965,2.504338,,,36.38,1.223519,5.9034,0.41401,0.641908,0.757917,0.586912,,41.3,0.745225,8.85,0.455575,281.601215,484,8.734,0.02255,2.495,1.135405,5.267399,1.053852,0.161581,,4.234571,0.000017,1,,,0.893535,0.8639,0.8696
1977/02/15,,1.237157,0.916338,0.910263,,1.026704,2.506564,,,36.38,1.225097,5.899453,0.413977,0.643151,0.758606,0.588507,,41.3,0.74725,8.85,0.455674,282.732655,484,8.734,0.02255,2.4938,1.134722,5.266397,1.050972,0.161729,,4.232843,0.000017,1,,,0.89431,0.8638,0.8696
1977/02/16,,1.239149,0.91659,0.910885,,1.024394,2.510847,,,36.38,1.226093,5.90708,0.414066,0.642417,0.75783,0.58581,,41.3,0.743826,8.85,0.455468,283.74467,484,8.734,0.02235,2.4981,1.136083,5.271876,1.048218,0.162197,,4.230855,0.000017,1,,,0.893887,0.8647,0.8696
1977/02/17,,1.239985,0.915919,0.912559,,1.026418,2.512024,,,36.38,1.226304,5.91875,0.414826,0.643599,0.75932,0.586513,,41.3,0.744717,8.85,0.455472,283.063751,484,8.734,0.02235,2.495,1.136704,5.272102,1.048768,0.161922,,4.233024,0.000017,1,,,0.89463,0.8649,0.8696
1977/02/18,,1.236477,0.913659,0.913982,,1.028448,2.514059,,,36.38,1.225264,5.912292,0.415337,0.642433,0.760418,0.586634,,41.3,0.744871,8.85,0.455635,283.233404,484,8.734,0.02235,2.495,1.136416,5.27882,1.048768,0.162175,,4.234514,0.000017,1,,,0.894887,0.8648,0.8696
1977/02/21,,1.234593,NaN,0.911749,,1.031476,2.513056,,,36.38,1.223068,5.902781,0.416665,0.641029,0.761296,0.586788,,41.3,0.745067,NaN,0.456009,282.899937,484,NaN,0.02235,NaN,1.133079,5.267817,NaN,0.161993,,4.224171,0.000017,1,,,0.894214,0.8646,NaN
1977/02/22,,1.233661,0.912409,0.910638,,1.031594,2.516096,,,36.38,1.222608,5.89796,0.41657,0.640579,0.761537,0.586073,,41.3,0.744159,8.89,0.456068,283.121514,484,8.734,0.0224,2.4931,1.131701,5.260448,1.048548,0.163601,,4.216359,0.000017,1,,,0.893751,0.864,0.8696
1977/02/23,,1.238645,0.913242,0.913051,,1.033454,2.531435,,,36.38,1.226529,5.907282,0.415245,0.641777,0.760717,0.585478,,41.3,0.743403,8.89,0.456176,283.609726,484,8.734,0.0224,2.4938,1.137137,5.281008,1.048218,0.16367,,4.233119,0.000017,1,,,0.894959,0.8649,0.8696
1977/02/24,,1.238951,0.914077,0.914543,,1.036671,2.545189,,,36.38,1.228851,5.908457,0.415611,0.642328,0.760582,0.585504,,41.3,0.743436,8.89,0.45599,283.483814,484,8.734,0.0224,2.4938,1.138584,5.297236,1.048768,0.163573,,4.245409,0.000017,1,,,0.89572,0.8658,0.8696
1977/02/25,,1.237823,0.915248,0.910757,,1.039907,2.545368,,,36.38,1.224562,5.886767,0.415136,0.640996,0.760035,0.585402,,41.3,0.743307,8.87,0.45601,281.69354,484,8.734,0.02255,2.5,1.133384,5.276063,1.048218,0.163915,,4.230748,0.000017,1,,,0.893783,0.8649,0.8696
1977/02/28,,1.238223,0.912409,0.910204,,1.049147,2.558357,,,36.38,1.224539,5.88603,0.414768,0.641272,0.760426,0.584861,,41.3,0.74262,8.87,0.456599,282.660494,484,8.734,0.02255,2.495,1.133869,5.267944,1.04712,NaN,,4.226725,0.000017,1,,,0.893743,0.865,0.8696
1977/03/01,,1.235943,0.912409,0.907474,,1.04742,2.56642,,,36.38,1.221183,5.872684,0.414693,0.639349,0.759106,0.584224,,41.3,0.741812,8.87,0.45727,282.312215,,8.734,0.02255,2.495,1.130469,5.257809,1.04712,0.192218,,4.211629,0.000018,1,,,0.892196,0.8642,0.8696
1977/03/02,,1.233417,0.911577,0.908775,,1.044142,2.548741,,,36.38,1.222536,5.883975,0.414077,0.637945,0.758487,0.583663,,41.3,0.741099,8.87,0.457061,281.782085,484,8.734,0.02255,2.4969,1.130444,5.260799,1.04712,0.193501,,4.217657,0.000018,1,,,0.892291,0.8643,0.8696
1977/03/03,,1.234868,0.910332,0.908158,,1.041363,2.553406,,,36.41,1.222662,5.877464,0.414147,0.637019,0.759138,0.583267,,41.3,0.740597,8.87,0.45715,281.37555,484,8.734,0.02255,2.4919,1.131201,5.260251,1.04712,0.192962,,4.218201,0.000018,1,,,0.892403,0.8635,0.8696
1977/03/04,,1.232443,0.911162,0.908899,,1.04749,2.545469,,,36.41,1.220911,5.862812,0.414211,0.638198,0.760031,0.583418,,41.3,0.740788,8.85,0.457124,281.65889,484,8.734,0.02255,2.4907,1.12993,5.245336,1.046572,0.19261,,4.213147,0.000018,1,,,0.892164,0.864,0.8696
1977/03/07,,1.233708,0.911162,0.909833,,1.050745,2.551098,,,36.41,1.222762,5.872432,0.413937,0.638689,0.759927,0.583044,,41.3,0.740313,8.85,0.456987,281.709832,484,8.734,0.02265,2.4894,1.131767,5.247351,1.046572,0.19291,,4.216264,0.000018,1,,,0.892769,0.8645,0.8696
1977/03/08,,1.236258,0.910747,0.909395,,1.046642,2.554969,,,36.41,1.224327,5.885695,0.414087,0.639042,0.759891,0.58216,,41.3,0.739191,8.85,0.456921,281.75762,484,8.734,0.02265,2.4894,1.132738,5.251945,1.045478,0.193122,,4.219073,0.000018,1,,,0.893009,0.8643,0.8696
1977/03/09,,1.238025,0.911743,0.911752,,1.049203,2.565747,,,36.41,1.226659,5.894587,0.413568,0.64103,0.759876,0.581593,,41.3,0.73847,8.85,0.456878,282.228022,484,8.734,0.02273,2.4931,1.134641,5.274624,1.046025,0.193012,,4.229282,0.000018,1,,,0.893783,0.8648,0.8696
1977/03/10,,1.237286,0.911577,0.911625,,1.058725,2.560486,,,36.41,1.225733,5.886832,0.413434,0.640809,0.760719,0.582434,,41.3,0.739539,8.85,0.456958,282.178802,,8.734,0.0227,2.4925,1.133935,5.270125,1.046025,0.192985,,4.22554,0.000018,1,,,0.893831,0.8653,0.8696
1977/03/11,,1.235859,0.911743,0.912684,,1.05464,2.555712,,,36.41,1.22396,5.877592,0.413603,0.641686,0.761624,0.582556,,41.3,0.739694,8.85,0.457037,281.910882,484,8.734,0.0227,2.4969,1.132682,5.252145,1.046572,0.192904,,4.217604,0.000018,1,,,0.893687,0.8649,0.8696
1977/03/14,,1.23439,0.910332,0.911598,,1.04731,2.554448,,,36.43,1.223164,5.870004,0.413479,0.640924,0.761243,0.581956,,41.3,0.738931,8.85,0.457906,281.037502,484,7.299,0.0227,2.4919,1.13231,5.251523,1.045478,0.193081,,4.217907,0.000018,1,,,0.89332,0.8644,0.8696
1977/03/15,,1.235476,0.910913,0.911137,,1.054362,2.557945,,,36.43,1.224394,5.87244,0.413288,0.640432,0.760424,0.58166,,41.3,0.738556,8.85,0.458178,281.487008,484,7.299,0.0227,2.4919,1.134228,5.257488,1.04712,0.19339,,4.221085,0.000018,1,,,0.893527,0.8648,0.8696
1977/03/16,,1.236392,0.911577,0.91002,,1.056937,2.560873,,,36.45,1.224966,5.874402,0.412975,0.640643,0.760481,0.581592,,41.3,0.738469,8.85,0.45814,281.789426,484,7.299,0.0226,2.4931,1.134315,5.259702,1.046025,0.193357,,4.223924,0.000018,1,,,0.893551,0.865,0.8696
1977/03/17,,1.232851,0.911079,0.908781,,1.05315,2.556766,,,36.45,1.222862,5.860612,0.41278,0.639671,0.760376,0.581814,,41.3,0.738751,8.85,0.458058,281.567623,484,7.299,0.0226,2.4925,1.133239,5.251411,1.046025,0.192992,,4.215742,0.000018,1,,,0.892825,0.8644,0.8696
1977/03/18,,1.23266,0.910167,0.90927,,1.05273,2.547563,,,36.45,1.221567,5.859346,0.413216,0.639022,0.759466,0.582452,,41.3,0.739561,8.83,0.458037,280.663383,484,7.299,0.0226,2.4931,1.132531,5.251236,1.046025,0.192842,,4.212445,0.000018,1,,,0.892363,0.8642,0.8696
1977/03/22,,1.232194,0.908926,0.908715,,1.045494,2.545302,,,36.5,1.221499,5.854336,0.412422,0.639725,0.758995,0.582188,,41.2,0.739226,8.83,0.458335,279.252001,484,7.299,0.0226,2.4894,1.134023,5.245023,1.043841,0.192775,,4.20939,0.000018,1,,,0.892387,0.8633,0.8696
1977/03/23,,1.231066,0.907029,0.908095,,1.048887,2.539071,,,36.5,1.220903,5.848513,0.412141,0.63846,0.758797,0.58216,,41.2,0.739191,8.83,0.458332,277.518619,484,7.299,0.0226,2.4869,1.132287,5.238077,1.043297,0.192847,,4.204709,0.000018,1,,,0.891941,0.863,0.8696
1977/03/24,,1.23119,0.907194,0.907975,,1.052211,2.545352,,,36.53,1.221378,5.851742,0.41224,0.639701,0.758423,0.581945,,41.2,0.738917,8.83,0.458386,277.692157,484,7.299,0.0226,2.4845,1.131136,5.239998,1.042753,0.192821,,4.208853,0.000018,1,,,0.891886,0.863,0.8696
1977/03/25,,1.23325,0.9081,0.908651,,1.052094,2.550259,,,36.53,1.223328,5.866651,0.41278,0.640512,0.7588,0.582078,,41.2,0.739086,8.82,0.458394,278.638567,484,7.299,0.0226,2.4907,1.133359,5.248043,1.043297,0.192965,,4.208857,0.000018,1,,,0.892626,0.8634,0.8696
1977/03/28,,1.232658,0.905797,0.908219,,1.050385,2.54807,,,36.56,1.221984,5.86178,0.41266,0.640537,0.75844,0.581916,,41.2,0.73888,8.82,0.458332,277.136765,484,7.299,0.0226,2.4857,1.132234,5.238222,1.043297,0.192669,,4.206366,0.000018,1,,,0.892085,0.863,0.8696
1977/03/29,,1.23128,0.905961,0.90741,,1.051561,2.540416,,,36.59,1.219824,5.851984,0.412448,0.63831,0.758456,0.581676,,41.2,0.738576,8.82,0.458324,276.26318,484,7.299,0.0226,2.4857,1.130622,5.235996,1.041667,0.192599,,4.199007,0.000018,1,,,0.891289,0.8623,0.8696
1977/03/30,,1.232509,0.906618,0.908529,,1.055589,2.547353,,,36.59,1.222842,5.859499,0.412647,0.639494,0.757444,0.581078,,41.2,0.737816,8.82,0.458223,276.927948,484,7.299,0.0226,2.4863,1.132089,5.242083,1.041667,0.192837,,4.200576,0.000018,1,,,0.891846,0.8627,0.8696
1977/03/31,,1.231281,0.906783,0.90741,,1.056495,2.54236,,,36.59,1.22122,5.851467,0.412796,0.63864,0.757544,0.581353,,41.2,0.738166,8.82,0.458222,277.204912,484,7.299,0.0226,2.4845,1.13052,5.234876,1.041667,0.192093,,4.196847,0.000018,1,,,0.891234,0.8627,0.8696
1977/04/01,,1.231627,0.905633,0.907666,,1.050268,2.54183,,,36.59,1.221601,5.847538,0.412815,0.63882,0.757637,0.581423,,41.2,0.738254,8.82,0.458236,275.819895,484,7.299,0.0226,2.482,1.131095,5.243459,1.041667,0.192552,,4.200546,0.000018,1,,,0.891432,0.8624,0.8696
1977/04/04,,1.230263,0.904977,0.907294,,1.058343,2.542026,,,36.59,1.220462,6.01653,0.413713,0.707552,0.758244,0.581509,,41.2,0.738364,8.82,0.458488,274.107015,484,7.299,0.0226,2.4808,1.129488,5.34309,1.041124,0.192982,,4.374081,0.000018,1,,,0.892092,0.8637,0.8696
1977/04/05,,1.231636,0.903751,0.907042,,1.055073,2.540966,,,36.59,1.221436,6.021194,0.413365,0.684347,0.757514,0.581439,,41.2,0.738275,8.82,0.458272,272.855805,,7.299,0.0226,2.4789,1.129729,5.331484,1.040042,0.193439,,4.37679,0.000018,1,,,0.892021,0.8629,0.8696
1977/04/06,,1.230973,0.903751,0.905924,,1.054461,2.537489,,,36.59,1.220134,6.019928,0.413419,0.679349,0.757538,0.581485,,41.2,0.738334,8.82,0.458389,272.92627,484,7.299,0.0226,2.4771,1.128355,5.324138,1.039501,0.193303,,4.372438,0.000018,1,,,0.891639,0.8629,0.8692
1977/04/11,,NaN,0.902527,NaN,,NaN,NaN,,,36.59,NaN,NaN,NaN,NaN,NaN,NaN,,41.2,NaN,8.85,NaN,NaN,484,7.299,0.0226,2.4783,NaN,NaN,1.038961,NaN,,NaN,0.000018,1,,,NaN,0.8621,0.8696
1977/04/12,,1.22561,0.900495,0.904071,,1.052834,2.525981,,,36.55,1.215573,5.996832,0.412787,0.677024,0.757133,0.581475,,41.2,0.738321,8.85,0.458148,270.289172,484,7.299,0.0226,2.4795,1.124058,5.308604,1.038961,0.192704,,4.357238,0.000018,1,,,0.889759,0.8613,0.8696
1977/04/13,,1.22119,0.901307,0.899978,,1.050336,2.512802,,,36.52,1.210384,5.972186,0.412277,0.67545,0.757292,0.581485,,41.2,0.738333,8.85,0.458045,271.540811,484,7.299,0.02255,2.4802,1.11878,5.275741,1.037883,0.192341,,4.340104,0.000018,1,,,0.887768,0.8604,0.8696
